id,title,description,category,hand,department,priority,sla_hours,urgency,resolution_steps,citations
syn-0318,AWS access key exposed on GitHub — Narsimha (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-6.,Security,3,SecOps,P2,48,low,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0318 | KB-SEC-3
syn-0319,VPN unauthorized access alert — Chandana (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0319 | KB-SEC-3
syn-0320,AWS access key exposed on GitHub — Rohan (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-9.,Security,3,SecOps,P0,4,high,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0320 | KB-SEC-3
syn-0321,AWS access key exposed on GitHub — Narsimha (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-3.,Security,3,SecOps,P2,48,low,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0321 | KB-SEC-3
syn-0322,Phishing report — credential harvest — Chandana (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P2,48,low,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0322 | KB-SEC-3
syn-0323,AWS access key exposed on GitHub — Rohan (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-3.,Security,3,SecOps,P1,24,medium,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0323 | KB-SEC-3
syn-0324,AWS access key exposed on GitHub — Narsimha (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-9.,Security,3,SecOps,P0,4,high,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0324 | KB-SEC-3
syn-0325,VPN unauthorized access alert — Chandana (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0325 | KB-SEC-3
syn-0326,AWS access key exposed on GitHub — Rohan (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-2.,Security,3,SecOps,P2,48,low,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0326 | KB-SEC-3
syn-0327,AWS access key exposed on GitHub — Narsimha (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-9.,Security,3,SecOps,P2,48,low,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0327 | KB-SEC-3
syn-0328,AWS access key exposed on GitHub — Chandana (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-4.,Security,3,SecOps,P2,48,low,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0328 | KB-SEC-3
syn-0329,VPN unauthorized access alert — Rohan (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0329 | KB-SEC-3
syn-0330,VPN unauthorized access alert — Narsimha (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0330 | KB-SEC-3
syn-0331,VPN unauthorized access alert — Chandana (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P2,48,low,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0331 | KB-SEC-3
syn-0332,AWS access key exposed on GitHub — Rohan (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-3.,Security,3,SecOps,P1,24,medium,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0332 | KB-SEC-3
syn-0333,VPN unauthorized access alert — Narsimha (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P0,4,high,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0333 | KB-SEC-3
syn-0334,Phishing report — credential harvest — Chandana (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P1,24,medium,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0334 | KB-SEC-3
syn-0335,Phishing report — credential harvest — Rohan (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P2,48,low,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0335 | KB-SEC-3
syn-0336,AWS access key exposed on GitHub — Narsimha (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-7.,Security,3,SecOps,P0,4,high,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0336 | KB-SEC-3
syn-0337,VPN unauthorized access alert — Chandana (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P2,48,low,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0337 | KB-SEC-3
syn-0338,Phishing report — credential harvest — Rohan (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P1,24,medium,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0338 | KB-SEC-3
syn-0339,AWS access key exposed on GitHub — Narsimha (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-8.,Security,3,SecOps,P1,24,medium,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0339 | KB-SEC-3
syn-0340,AWS access key exposed on GitHub — Chandana (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-9.,Security,3,SecOps,P1,24,medium,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0340 | KB-SEC-3
syn-0341,Phishing report — credential harvest — Rohan (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P2,48,low,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0341 | KB-SEC-3
syn-0342,Phishing report — credential harvest — Narsimha (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P2,48,low,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0342 | KB-SEC-3
syn-0343,VPN unauthorized access alert — Chandana (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0343 | KB-SEC-3
syn-0344,AWS access key exposed on GitHub — Rohan (SecOps) resolved,Raw AWS secret access key pushed to public GitHub branch repo-8.,Security,3,SecOps,P1,24,medium,Rotate compromised key immediately in IAM. | Invalidate active sessions using the key. | Run secret scan and open SecOps incident.,SYN-0344 | KB-SEC-3
syn-0345,VPN unauthorized access alert — Narsimha (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0345 | KB-SEC-3
syn-0346,Phishing report — credential harvest — Chandana (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P1,24,medium,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0346 | KB-SEC-3
syn-0347,VPN unauthorized access alert — Rohan (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0347 | KB-SEC-3
syn-0348,Phishing report — credential harvest — Narsimha (SecOps) resolved,User reported phishing email asking for O365 password on fake login page.,Security,3,SecOps,P2,48,low,Quarantine sender domain at email gateway. | Force password reset if user submitted credentials. | Publish awareness alert for similar lures.,SYN-0348 | KB-SEC-3
syn-0349,VPN unauthorized access alert — Chandana (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P0,4,high,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0349 | KB-SEC-3
syn-0350,VPN unauthorized access alert — Rohan (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0350 | KB-SEC-3
syn-0351,VPN unauthorized access alert — Narsimha (SecOps) resolved,Possible unauthorized VPN access detected on admin account from unknown geo.,Security,3,SecOps,P1,24,medium,Disable affected VPN account pending review. | Collect authentication logs for last 24 hours. | SecOps to verify travel policy and MFA status.,SYN-0351 | KB-SEC-3
